Status,Address,distance,acessibility,S/A,Price,For Tax Year,Gross Taxes,Sold Date,Days On Market,Age,Area,Total Bedrooms,Total Baths,Lot Sz (Sq.Ft.),Floor Area -Grand Total,Original Price,List Price,Driveway Finish,Floor Area - Unfinished,GST Incl,Foundation,Floor Area Fin - Basement,Zoning,Parking Places - Covered,# Rms,No. Floor Levels,Frontage - Feet,Depth,Type,,,Public Remarks
S,12864 99 AVENUE,,,F25,"$945,000 ",2019,"$3,326.21 ",8/16/20,5,63,North Surrey,5,2,"7,192.00","2,836","$969,000 ","$969,000 ",,219,,Concrete Perimeter,0,RF,,18,2,69.55,103,House/Single Family,,,"2800 Sqft Updated Rancher with walk out basement. A portion of the house is set up for hair salon. All the pieces are there to convert downstairs into suite or even potential for 2 Suites. Family oriented area, close to city center, transit, shopping & University campus. Updates include newer furnace, hot water tank, upstairs washroom, new siding, windows and floor. Drywall, insulation, plumbing & electrical replaced around 12 years ago. Roof 10 years old.Two separate drive ways. Book you appointment. Please use gloves and masks. A must see, not a drive by. "
S,9791 132 STREET,,,F25,"$945,000 ",2020,"$4,070.48 ",11/30/20,7,64,North Surrey,4,2,"7,850.00","1,213","$899,999 ","$899,999 ",Asphalt,0,,Concrete Perimeter,0,RF,1,9,1,63.5,123,House/Single Family,,,"Great Investment Property, Corner lot 7850 sq. ft. East Facing Home. 3 bedroom and 1 bath, newer kitchen, laminate floor, East facing to open park. Whole house rented to good tenants at $3000 per month, build your dream home in the future. Square footage does not include 1 bedroom cottage (almost like a coach home). Central location close to 7Eleven, Fruiticana, No Frills, Shoppers Drug Mart, Liquor Store and McDonald's and much more."
S,14396 115 STREET,,,F22,"$947,000 ",2019,"$3,211.18 ",9/16/20,0,40,North Surrey,5,3,"7,007.00","2,428","$949,888 ","$949,888 ",,0,,Concrete Perimeter,0,RF,,11,2,64.4,,House/Single Family,,,"Absolutely Stunning!! Donâ€™t miss on this Professionally Renovated home from top to bottom: New Kitchen with SS Appliances, New High End Washrooms, fixtures, pot lights, Tiles, carpet, Paint, quartz counter tops, plumbing, glass railing, blinds, Smart heated floors and much more!! Upstairs comes with very bright large Family rooms with lots of windows, Modern Kitchen, 3 Bedrooms & 2 full washrooms. Downstairs comes with spacious 2 bedrooms suite with separate entrance. You will love entertaining guests year-round on the huge private sunny south exposed backyard. Hurry on this one!!"
S,11346 133A STREET,,,F22,"$947,000 ",2019,"$4,000.36 ",8/3/20,28,44,North Surrey,4,2,"7,182.00","2,888","$949,500 ","$949,500 ",Asphalt,0,,Concrete Perimeter,"1,189",SF,3,13,2,60,,House/Single Family,,,"Great family home in Boliver Heights.  Located close to James Ardiel and Surrey Traditional School. Beautifully updated!    New Luxury Vinyl flooring throughout.  Updated kitchen with white shaker cabinets,sink and faucet with lovely Quartz counters. Main bathroom completely renovated with Quartz counters, double sinks and more. Bright and spacious corner lot home with a great living room plus 3 bedrooms and a BONUS huge family room that has access to a walkout balcony and the large East facing backyard. The basement is great for extended family with a separate entrance. Easy walk to several great parks.  Lots of parking on the extended driveway great for RV Parking.  Viewings by appointment."
S,12415 103 AVENUE,,,F25,"$948,888 ",2019,"$4,430.40 ",8/6/20,2,48,North Surrey,7,3,"7,890.00","3,282","$949,999 ","$949,999 ",,0,,Concrete Perimeter,"1,774",CDZ,2,16,2,60,131.52,House/Single Family,,,"Oh my views!! Fraser River, Pattullo Bridge, New Westminster, and the mountains. Private corner lot with 60x131ft of frontage and a huge 4 bedroom suite great for that mortgage helper!! Many new updates include; newer floors(laminate/tile), newer deck, newer windows, doors, cabinets, mouldings, large shed, plumbing and light fixtures, 2 sets of washer/dryer, two full baths up, a great holding property or starter home now to build on later. Easy access to main highways, bridges & Skytrain. Catchment schools; Prince Charles Elementary, L.A. Matheson Secondary. Walking distance to Saint Mary Coptic Orthodox Church and Khalsa School."
S,11244 135A STREET,,,F22,"$949,000 ",2019,"$3,489.15 ",9/11/20,2,58,North Surrey,4,2,"9,256.00","2,255","$949,000 ","$949,000 ",,0,,Concrete Perimeter,0,RES,1,10,2,62.5,,House/Single Family,,,"Wow. Rarely available. AMAZING CITY and MOUNTAIN VIEWS from this bright four bedroom home. You'll love this very large square 9,250 square foot lot on the quiet 135A Street in sough-tafter BOLIVAR HEIGHTS neighbourhood.   On the best side of 135A street, look over all your neighbours below to enjoy unobstructed views from BOTH the main floor AND from the basement floor.  This home has gorgeous original hardwood floors, 2 fireplaces, huge fenced backyard, and combined parking for 4 in the garage and driveway, plus LOTS of street parking.  Room for a rentable income helper. Live in this home, rent it, OR build your luxury dream home. Pro tip...Put a hot tub on the roof of your new home.  Ask for link to our aerial video. Call before it's gone."
S,13838 116 AVENUE,,,F22,"$949,000 ",2019,"$4,613.80 ",6/7/20,145,12,North Surrey,4,3,"12,507.00","2,751","$988,000 ","$968,000 ",,0,,Concrete Perimeter,0,SFD,2,12,3,21.65,,House/Single Family,,,"Diamond in the Ruff- Beautiful custom home!  Spacious 3  bedroom up with Walkout basement - 1 bedroom suite downstairs with own foyer entrance. 21 ft ceilings with oversized windows in the living room overlooking the Fraser River. Walk thru beautiful Gourmet kitchen which leads to the open floor plan to family room and dining area.  Upstairs a quaint and cozy loft area which is next to the Master bedroom with Walk in closet that leads to a spa like ensuite. Hardi plank siding, 11-zone radiant heating system, Argon windows, stainless steel appliances. Very quiet neighborhood, close to HWY 17 and Patullo Bridge.  Don't miss out call now!"
S,11710 98A AVENUE,,,F24,"$949,000 ",2020,"$3,873.47 ",11/14/20,23,43,North Surrey,5,3,"6,600.00","2,267","$949,777 ","$949,777 ",,0,,Concrete Perimeter,0,RF100,2,11,2,50,132,House/Single Family,,,"Beautiful 2 storey spacious home for first time home buyer, an investor with new paint, lighting, blinds, landscapes, appliances and new roof.Close to Royal Heights Elementary School, LA Matheson Secondary School, easy highway access and close to other amenities."
S,10430 FRASERGLEN DRIVE,,,F23,"$950,000 ",2019,"$4,020.48 ",8/24/20,13,36,North Surrey,3,2,"8,357.00","1,844","$998,900 ","$998,900 ",Paving Stone,0,,Concrete Perimeter,0,SFD,2,11,1,65.49,121.82,House/Single Family,,,"Special Rancher in the Very Desirable Fraser Glen! This former PNE Prize Home offers very Generous Square Footage, 3 large bedrooms, 2 full bathrooms including 5-piece ensuite, loads of windows, Open Kitchen, Family Room, East-West exposure, Beautiful Peaceful and Private Backyard with Amazing Deck, Only minutes from transit, shopping, and schools - everything you need at your front door. Plus RV Parking. Book your private showing today!"
S,10251 143 STREET,,,F27,"$950,000 ",2019,$0.00 ,11/21/20,25,45,North Surrey,5,3,"7,297.00","2,118","$928,500 ","$928,500 ",,0,,Concrete Perimeter,882,RF,1,10,2,60,,House/Single Family,,,"You want a big lot with a 2 bedroom basement suite, right? Well, you got it! This 7,297 sqft. lot home consists of 5 bedrooms and a 2 bedroom basement suite for your mortgage helper. Located in a quite neighbourhood, the home is minutes away from Guildford Park Secondary and Lena Shaw Elementary Schools, Guildford Town Centre, Real Canadian Superstore, nearby public transit and much more! Recent updates include new paint and two fully renovated bathrooms on the main."
S,13887 114 AVENUE,,,F22,"$950,000 ",2019,"$4,882.88 ",9/18/20,1,29,North Surrey,6,4,"7,100.00","5,654","$970,000 ","$970,000 ",,"2,827",,Concrete Perimeter,"1,155",RD3,4,15,2,60,,House/Single Family,,,"Centrally located one minute to Home Depot and other shopping stores, Skytrain station, schools. FOR FURTHER INFORMATION PLEASE CALL."
S,15667 101 AVENUE,,,F27,"$950,000 ",2019,"$3,701.31 ",8/31/20,31,37,North Surrey,4,3,"7,661.00","2,125","$986,000 ","$986,000 ",,0,,Concrete Perimeter,0,SFR,1,11,3,79,95,House/Single Family,,,"Welcome to this extensively Renovated no expenses spared DREAM house on a 7,600 sf CORNER lot in a highly desired quiet and SAFE neighbourhood of Guildford. Beautiful formal living and dining room with high end flooring, modern fireplace, open plan, LED lights. Amazing state of art open kitchen with premium Quartz countertops, solid Maple cabinets, large bar. Huge patio excellent for entertaining. Backyard shed/storage and front & back fences was installed in 2017. Landscaping was re-done in 2019. Large bedrooms, living and family room plus 2.5 baths, double garage, rear yard privacy, lots of mature trees. Walk to schools, shopping, transit and recreation facilities. 3D virtual tour available."
S,13915 113A AVENUE,,,F22,"$952,000 ",2020,"$4,152.00 ",10/19/20,5,46,North Surrey,5,3,"8,454.00","2,240","$899,888 ","$899,888 ",Asphalt,0,,Concrete Perimeter,952,SFD,2,12,2,59.97,140.81,House/Single Family,,,"Fully renovated 2240 sq. ft. basement home on a large 8454 sq. ft. Nice layout consists of 3 spacious bedrooms upstairs with 3 bathrooms, 2 bedroom basement suite. Close to elementary and secondary schools. Perfect home for First time buyers and investors. Open House-  October 17 & October 18.Saturday 11:00 Am- 1:00Pm & Sunday 11:00Am- 1:00Pm. Instructions- Please wear mask and gloves."
S,10119 MARY DRIVE,,,F25,"$952,500 ",2020,"$3,066.41 ",11/16/20,8,64,North Surrey,5,4,"7,506.00","1,955","$899,879 ","$899,879 ",,0,No,Concrete Perimeter,450,CD,0,12,1,60,120,House/Single Family,,,"5 Bedrooms and 4 Bathrooms,1955 SQ FT BUILT HOUSE on 7500 SQ FT Lot in Cedar Hills. Main House Features 3 bedrooms, 3 bathrooms, huge walk-in closet off the Master, Dining area, kitchen & Living room plus Large Recreation room to the back of the house. Mortgage Helper 2 Bedrooms Unauthorized Fully Renovated Suite in 2020. Tons of parking. 12x15 Storage Shed. Very Livable Home that has been partially RECENTLY Updated in 2020. Updates in 2020 include New Paint, New Kitchen, New Bathrooms, New Plumbing, New Laminate Floor & New Appliances. New vinyl windows throughout, hot water tank replaced & furnace rebuilt approx. 5 years ago."
S,9892 130 STREET,,,F25,"$955,000 ",2019,"$4,212.21 ",6/14/20,6,43,North Surrey,5,3,"7,564.00","2,304","$989,000 ","$989,000 ",,0,,Concrete Perimeter,"1,152",SFR,1,12,2,62,122,House/Single Family,,,"Beautiful three bedrooms up and 2 bedroom down, real hardwood, 12 year old roof and furnace. Deluxe wooden cabinets in spacious kitchen, w/eating area opening onto huge covered sundeck overlooking private backyard and patio. 2 fireplaces and a balcony with french doors off the grand living room! Great floor plan, ideal for your family. big covered RV/boat parking spot in the back. Attached garage has a workshop. Lots of room! Corner lot, fenced yard, private and secure."
S,14030 GROSVENOR ROAD,,,F22,"$955,000 ",2019,"$3,269.67 ",11/2/20,8,56,North Surrey,3,2,"10,200.00","1,959","$889,000 ","$889,000 ",,0,,Concrete Perimeter,0,RF,5,11,2,60,170,House/Single Family,,,"This well-maintained family home w/3-beds up, suite-potential down and a detached workshop/garage has everything you and your family needs, all located centrally. It's a 5 -10min drive to Guildford Town Centre & Hwy 1; only a 3min drive to Gateway Skytrain Station. The 2-level home has a brand-new furnace, dishwasher & washing machine +plenty of other extras including a mobile accessible alarm system and a cozy living room gas fireplace for winter nights. The back deck located off the dining room is perfect for summer barbecues! In addition to the carport and the driveway that fits up to 4-5 vehicles, the 10,200sf lot (60x170) has a massive 1100sf detached workshop that will hold 3 cars, an RV or boat, and meet all of your storage needs. With back lane access, this is a mechanicâ€™s dream!"
S,10306 167 STREET,,,F23,"$955,000 ",2019,"$3,923.03 ",9/3/20,42,31,North Surrey,3,2,"7,582.00","1,459","$999,800 ","$999,800 ",Concrete,0,,Concrete Perimeter,0,RES,2,8,1,53,145,House/Single Family,,,"This spotless rancher in the prestigious Fraser Heights area has everything you need, whether you are downsizing, upsizing or side sizing. Recently painted, it also features new carpets throughout. It's located on a mature cul de sac street, so no through traffic here. The formal living & dining room has an abundance of natural light, and the home feels extremely spacious. 3 good sized bedrooms, and a recently renovated bathroom. The family room off the kitchen leads out to the patio and a fully fenced beautiful backyard. Newer roof & windows and the double garage tops off the list! Move in ready, call today."
S,16398 GLENMOOR COURT,,,F23,"$958,000 ",2019,"$3,777.99 ",9/15/20,1,32,North Surrey,4,3,"5,868.00","2,123","$958,000 ","$958,000 ",,0,No,Concrete Perimeter,0,RF-G,2,10,2,55,,House/Single Family,,,"Rarely found 2 storey well maintained house in the heart of Fraser Heights! Bright and spacious kitchen & eating area with south facing windows allows for an abundance of natural light. Large family room off the eating area boasts a gas fireplace and sliding glass doors which lead to a fully fenced backyard. Upstairs offers 4 bedrooms, 2 bathrooms, laundry and a bonus 4th bedroom/recreation room over the garage. The huge master bed has large walk-in closet. Updates including 1 year Hot water tank and re-fridge, some windows 3 years, newer roof, gutter, stove, range, dishwasher, dryer etc. Open house Sat, Sep 19, 2-4pm."
S,14259 108 AVENUE,,,F22,"$959,000 ",2019,"$3,080.76 ",9/14/20,10,999,North Surrey,7,4,"7,461.44","3,020","$899,000 ","$899,000 ",,0,,Concrete Perimeter,0,SFR,,14,2,65.98,113.1,House/Single Family,,,"GREAT INVESTMENT PROPERTY, 7 BED 4 BATH house on a rectangular corner lot with over 7400 sqft, 3 BED 2 BATH UP and 2 + 2 bed BOTH LEGAL Suites. Close to shopping, transit and easy access to Port Mann Bridge. This home has a newer roof, new furnace, new paint, new laminate flooring and new tiles with a detached 20 x 20 shop. MUST SEE!!!"
S,10069 129A STREET,,,F25,"$959,000 ",2019,"$3,525.89 ",9/3/20,45,61,North Surrey,5,3,"7,854.00","2,236","$979,000 ","$959,000 ",,0,,Concrete Slab,962,RF,0,10,2,61,130,House/Single Family,,,"Beautiful remodelled 4 bedroom bungalow with basement in popular Cedar Hills. This home has been lovingly taken care of and extensively renovated. Rectangular east facing 7854 SF Lot is perfect for entertaining with  south west exposed manicured backyard. Very Quiet neighbourhood & proximity to schools, transit, shopping, parks & sky train make this perfect property to call home. Back lane for access is definitely a plus.Measurements done by realtor and are approximate. Buyer or buyers agent to verify"
S,15939 101 AVENUE,,,F27,"$960,000 ",2019,"$3,414.40 ",10/28/20,9,39,North Surrey,3,2,"7,200.00","1,618","$925,000 ","$925,000 ",,0,,Concrete Perimeter,0,RES,2,8,1,60,120,House/Single Family,,,"Beautiful Rancher on a Cherry Blossom tree-lined street in Somerset Park.  This home offers 3 bedroom and 2 bathroom, sunken living room, french door in master bedroom that leads you to the beautiful fully fenced backyard.  Home is well cared for with many upgrades such as newer kitchen, quartz countertop and real wood island/table attached, ceramic sink, bamboo hardwood, bathrooms, etc... Quiet neighbourhood, short walk to schools, shopping and easy access to hwy.  Call today for your private showing! "
S,11862 98A AVENUE,,,F24,"$960,000 ",2019,"$3,948.94 ",6/1/20,13,999,North Surrey,6,3,"6,634.00","2,668","$985,000 ","$985,000 ",,0,,Concrete Perimeter,"1,338",RF,,14,2,50,132,House/Single Family,,,"Perfect property for first time buyer and investor total 7 bedrooms and 4 washrooms , Exceptional rental property , easy access to Vancouver , Richmond"
S,10610 141 STREET,,,F26,"$960,000 ",2019,"$3,260.72 ",11/30/20,182,55,North Surrey,4,2,"8,029.20","1,920","$989,888 ","$989,888 ",Asphalt,0,No,Concrete Perimeter,0,RES,0,10,2,60,133.82,House/Single Family,,,"First time on the market in 40 Years, Come take a look at this 4 Bedroom 2 bath home that sits on just over an 8000 sqft corner lot. Great central location close to Transit, Central City and the Skytrain station. Well maintained home with newer roof and detached workshop and fully fenced yard. Call today for your Private showing!"
S,9947 149 STREET STREET,,,F27,"$961,900 ",2019,"$3,726.85 ",9/9/20,5,39,North Surrey,3,3,"7,200.00","2,058","$899,900 ","$899,900 ",,0,,Concrete Perimeter,0,SFR,2,9,3,60,,House/Single Family,,,"Fantastic home in a great neighborhood. As you enter this home you will notice the beautiful hardwood floors thru most of the home, including bdrms. This 3 level split has a large living room w/fireplace & lots of windows, next to the living room is the dining room, kitchen & eating area. The kitchen overlooks an expansive family room w/fireplace & sliding door out to the west facing fully fenced backyard. A bonus is an additional family room that was used as an in-home hair salon complete with sink. There is also a 2 pc powder room, laundry & access to the garage on this level. Upstairs is a large master bedroom with walk-in closet and full ensuite. There is also 2 good sized bedrooms & main bath on this level. This is a quiet area, close to schools, transit & T&T market."
S,15159 DOVE PLACE,,,F22,"$962,000 ",2020,"$4,061.49 ",9/25/20,4,62,North Surrey,5,2,"7,309.00","2,280","$979,000 ","$979,000 ",,0,,Concrete Perimeter,0,RF,2,10,2,64.99,,House/Single Family,,,"Walking Distance to Guildford mall, Guildford Rec Center. Close  to Hwy 1 towards Vancouver 3 min and towards Abby 10 min. 7 min drive to city center. Very Quiet area, close to elementary school. 5 beds, 2baths huge double car garage, lots of room for parking. Basement rented out for $1450, very quiet Tennant's."
S,11235 PARK PLACE,,,F22,"$964,000 ",2019,"$3,364.88 ",11/17/20,22,47,North Surrey,4,3,"8,525.00","2,429","$969,000 ","$969,000 ",,0,,Concrete Slab,0,RF,2,10,2,0,,House/Single Family,,,"Pretty home on large corner lot in quiet cul-de-sac. Private, fully fenced backyard with expansive exterior decks and river views - perfect house for entertaining and staying home with family! Open Concept main living areas - clear sight lines and natural indoor/outdoor flow. Stunning kitchen fully updated - custom millwork, quartz countertops & stainless steel appliances. 3 bedrooms up. Renovated main bathrooms. Updated electrical and hot water on demand. House can be set up to accommodate 1 bedroom suite. Double garage with lots of additional parking."
S,13658 111A AVENUE,,,F22,"$965,000 ",2019,"$3,398.73 ",7/26/20,6,61,North Surrey,5,3,"9,740.00","2,570","$799,999 ","$799,999 ",,0,,Concrete Perimeter,"1,285",SFD,1,12,2,66,148,House/Single Family,,,"Beautiful well kept 2570 Sqft home on huge 9741 Sqft fully fenced lot with Spacious 5 BDRM + 3 BTHRM. Quiet neighbourhood yet close to all amenities including 108 Ave sky train Station. Beautiful interior with mortgage helper fully finished 2 Bedroom unauthorized accommodation with separate entrance. south facing, Huge covered sundeck. Single detached garage with lots of storage space. Enjoy the huge yard with many fruit trees & much more. Perfect investment property for family with an eye to the future. Open House only Sunday 2-4 pm July 26, 2020."
S,14369 BEDFORD DRIVE,,,F22,"$965,000 ",2019,"$3,713.12 ",9/21/20,7,70,North Surrey,3,2,"50,122.00","1,228","$975,000 ","$975,000 ",Aggregate,0,No,Concrete Perimeter,528,RA,2,11,2,0,,House/Single Family,,,"Two parcels, total 1.17AC, w/updated 3 BR home, perfect for the horse lover or berry grower, yet quick access to shopping, schools, transit & rec. Main floor 2 bedrooms, a nicely updated kitchen w/stainless appliances, gas range, door to massive outdoor entertaining BBQ deck, beautiful refinished original Hard Wood floors w/borders, cozy livinggrm w/electric fireplace & updated bathrm. Down has good sized recrm, bedrm, updated bath, laundry rm, workout room & tons of storage. Currently set up with accommodations & fencing for horses. Discussions with SUrrey indicate it is possible to build a larger new home by replacing existing house & using space at the north side of the lot. (BUYER TO VERIFY) Rear of property has Hydro & Gas easements."
S,13750 111 AVENUE,,,F22,"$965,000 ",2020,"$3,127.24 ",11/16/20,10,66,North Surrey,4,2,"10,375.00","2,283","$949,888 ","$949,888 ",Asphalt,0,,Concrete Slab,0,RES,1,11,1,203,130,House/Single Family,,,Nearly 2300 sq ft 4 bed 2 bath Rancher on over 10000 sq ft lot in developing area of Bolivar Heights. spacious floor plan The formal living room and dining room boasts floor to ceiling windows with some views of the mountains & city. Cozy 2 sided wood burning f/p is another feature that sets this home apart from the others. This home also features a beautiful country kitchen and large eating area. Ideal set up for combined family with 1 bed mortgage helper or inlaw accom. the sliding glass doors allow easy access to the private backyard. Workshop in double garage is wired for 220. Great for the car enthusiast! showings by apptmt begin Saturday Nov 14 12-130pm and sunday nov 15 2-4 pm
S,11569 ROYAL CRESCENT,,,F24,"$966,500 ",2019,"$3,397.46 ",8/27/20,8,46,North Surrey,6,4,"7,242.00","2,416","$899,000 ","$899,000 ",,0,,Concrete Perimeter,0,RF,,15,3,60,,House/Single Family,,,"Royal Heights well maintained split level home. Great area on a quiet no through road. This home features 6 bedrooms, 4 baths, gas stove, private back yard, large patio, 1 fireplace, well renovated house with laminate floors, newly painted doors, lights, kitchen and bathrooms. Close to schools and transportation. Perfect family home. Has a 2 bedroom unauthorized suite as a mortgage helper."
S,9682 PRINCESS DRIVE,,,F24,"$967,500 ",2019,"$4,390.14 ",8/13/20,160,61,North Surrey,5,2,"7,006.00","2,650","$999,333 ","$999,333 ",,0,,Concrete Perimeter,0,CD,,16,2,62,127,House/Single Family,,,"Amazing views! Enjoy mountain & river view from this area. lovely 3 bedroom & 1 bath upstairs, living, dining room & kitchen. Downstairs has unauthorized bright 2 br rental suite with separate entrance. Basement has own laundry. Lots of renovations make this home sparkle!.. Close to schools, parks, shops & great commuter access 2 blocks from North Delta! Open House Sun Aug 2nd 2-4 PM"
S,12853 98A AVENUE,,,F25,"$969,000 ",2019,"$4,291.10 ",9/21/20,3,64,North Surrey,3,2,"7,170.00","2,315","$969,000 ","$969,000 ",,0,,Concrete Perimeter,0,RF,1,11,2,69,,House/Single Family,,,"Investor Alert! Beautiful flat corner 7170 sqft lot with well maintained house! Income producing property with 2 bedroom + 1 Bath Upstairs rented for $1900/MONTH. 1 Bedroom + 1 Bathroom suite downstairs w/ gas fireplace, RENTED FOR $1000/MONTH. BONUS heated REC ROOM off the garage. Updates to home include: New Furnace, HOT WATER on demand, AIR CONDITIONING in 2015. Exterior Painting 2018. Interior Painting 2019. New downstairs shower 2019. New pathways & Fencing 2018. New Aluminum Deck Cover (2018). Sunny backyard with over 900SQFT DECK.  Huge outdoor storage."
S,10647 168 STREET,,,F23,"$969,000 ",2019,"$4,046.35 ",8/25/20,0,32,North Surrey,4,3,"8,653.00","1,993","$969,000 ","$969,000 ",,0,,Concrete Perimeter,0,RF,2,10,2,66,131,House/Single Family,,,"A very nice home in Glenwood Estate, the gorgeous neighbourhood in Fraser Heights! Features include extensive use of real hardwood floors, ceramic tiles, crown moulding, vaulted high ceiling in formal living room, spiral staircase, skylight in foyer. Master bdrm comes with a walk-in closet, 4 pcs ensuite. Enjoy your large private backyard with a concrete patio and a beautiful gazebo. Just a short walk to prestigious private school Pacific Academy. Shops are just around the corner. Close to mall/bank/clinic/restaurant, parks & Tynehead Regional Park. 5 minutes drive to Guildford Town Center/T&T, Recreation Centre/Library, new swimming pool and more. Easy access to Hwy 1. School catchment: Fraser Wood Elementary & Fraser Heights Secondary."
S,14286 PARK DRIVE,,,F22,"$970,000 ",2019,$0.00 ,8/8/20,128,52,North Surrey,4,4,"10,155.00","2,440","$998,888 ","$998,888 ",Asphalt,0,,Concrete Perimeter,"1,220",RF,4,10,1,63,157,House/Single Family,,,"Mechanic/ hobbyist /contractors /home business owners don't miss this great opportunity!!! nearly 2500 sq ft lovingly cared for 4/5 bdrm 4 bath Bsmt home on over 10000sqft park like south exposed lot. Huge detached garage workshop (28'x39'6) with overheight doors, wired with seperate panel. sundeck with some mtn views. level backyard. Great rm sizes. bsmt with potential for mortgage helper. walk to schools and transit. open house sunday 2-4 cancelled"
S,13039 109 AVENUE,,,F26,"$970,000 ",2019,"$4,111.24 ",7/14/20,8,63,North Surrey,5,2,"7,720.00","2,360","$998,000 ","$998,000 ",,0,,Concrete Perimeter,0,RF,1,13,2,65,120,House/Single Family,,,"North Surrey very well maintained corner house in potential developing area with great neighbourhood. Spacious south-facing living room with good condition of hardwood floor, fresh paint, mins walk to bus stop, skytrain, city hall, community centre, library, markets, restaurant, shops all nearby. Quick access to Hwy 1, Hwy 17, 91 and King George Blvd, Patullo Bridge. Finished 2 bedroom and big living room basement can be mortgage helper. K-7 Ecole K.B. Wood Elementary, 8-12 Ecole. Private showing by appointment only. K-12. Kwantlen Park Secondary. Showings Starting on July 11 Saturday 1-4pm, July 12 Sun, 1-4pm by appointment only."
S,15530 107A AVENUE,,,F23,"$974,000 ",2019,"$3,841.87 ",9/27/20,40,32,North Surrey,3,3,"7,104.00","1,931","$999,800 ","$999,800 ",Concrete,0,,Concrete Perimeter,0,RF,2,8,2,65.62,108.24,House/Single Family,,,"Welcome to this meticulously well maintained home in Fraser Heights! This 2 levels house with a total living area of 1931 square feet features a spacious living room with gas fireplace, bright dining room, family room on the ground level, 3 large bedrooms on the upper level with lots of storage space. Updated laminate flooring throughout, 10 year old roof, large private backyard to host bbq and great outdoor space to grow your garden. Attached double garage and extra off street parking. Ideally located in the most convenient neighbourhood in Fraser Heights to catch the public transit and to go to visit Guildford Mall, Guildford Recreation Centre, Parks and schools. Easy access to Highway #1. Book your private showing!!"
S,13896 GROSVENOR ROAD,,,F22,"$974,000 ",2019,"$3,313.76 ",11/17/20,64,999,North Surrey,3,2,"11,233.00","1,785","$974,900 ","$974,900 ",,0,,Concrete Slab,0,RS3,,10,2,66,170,House/Single Family,,,"ATTENTION Builders and Investors.Centrally located. HUGE Lot 11,233 sq.ft. to Build your Dream Home. Well maintained home features 3 bedrooms, 2 bathroom, and a large covered front porch.Fully fenced front and backyard. Close to shopping, transportation, skytrain, parks, schools and  SFU university."
S,10236 127 STREET,,,F25,"$975,000 ",2020,"$3,272.77 ",11/8/20,4,65,North Surrey,5,2,"8,751.00","2,624","$949,800 ","$949,800 ",Asphalt,0,,Concrete Perimeter,0,CD,1,16,2,66.2,132.3,House/Single Family,,,"This well maintained, partially updated & large 2624 square foot home is on a HUGE 8751 sq. ft. LOT (66 x 132 feet)in a quiet yet well located Cedar Hills neighborhood. Updates include vinyl windows & exterior doors, remodeled upstairs bathroom & a new vanity & paint in downstairs bathroom, European style cabinets in the main kitchen with newer stainless steel fridge & dishwasher as well as some new light fixtures & fresh paint. Three bedrooms upstairs & a bright TWO BEDROOM SUITE with separate entry in the mostly above ground basement. Bonus solarium & a separate 294 sq. ft. workshop with 220 power for the handyman. Private well landscaped fenced rear yard. Super location not far to Central City amenities, Skytrain & SFU & with convenient access to Patullo Bridge & Highway 17. Call today!"
S,9710 129 STREET,,,F25,"$975,000 ",2019,"$3,339.32 ",9/27/20,3,61,North Surrey,4,2,"7,226.00","2,106","$939,900 ","$939,900 ",Aggregate,0,,Concrete Perimeter,0,SFD,2,10,2,68.12,106.2,House/Single Family,,,"Proud Owners from the last 61 years have very well taken care of this beautiful home located in a family oriented neighborhood on a quiet street in CEDAR HILLS! Features over 2100 sqft finished on a 7226 sqft rectangular lot with lane access, 4 bedrooms, 2 full bath, fully finish basement with separate entrance can be easily suitable, beautifully landscaped back yard, inground sprinklers, new hot water tank, natural gas BBQ hookup, detached 18x21 double garage. Will be a great place to raise your family! Close to schools, shopping, transit and easy access to Alex fraser. A must see inside."
S,16 DYKE ROAD,,,F28,"$975,000 ",2019,$74.29 ,9/21/20,143,46,North Surrey,2,2,0,"1,173","$1,250,000 ","$1,090,000 ",,0,,Concrete Slab,0,ALR,2,5,1,,(4.46AC),House with Acreage,,,"Long Water Frontage,  potential revenue from water front location and fully usable land. On this peaceful island, safer for growing ideally precious plants! Very flat and   Nice setting with gorgeous view of mountain, just short walk to the free ferry crossing even when you are the only passenger (please check ferry schedule for details). Easy access to TransCanada highway one, Highway 15 and Highway 17, just minutes away from Guildford Town Center and Surrey City Center, Pacific Academy, Fraser Heights Secondary, and many more. Extremely low property tax and easy maintenance for this valued land near Vancouver, a dream place for weekend, investment, self sufficient life style by growing your own vegetable, livestocks,  etc....however, easy access to urban amenities  if needed."
S,14677 WELLINGTON DRIVE,,,F22,"$976,000 ",2019,"$3,653.38 ",9/13/20,3,33,North Surrey,5,4,"7,929.00","2,786","$935,000 ","$935,000 ",Concrete,0,,Concrete Perimeter,"1,393",RF,2,14,2,55,,House/Single Family,,,"Rancher bungalow home with basement located in a quiet neighborhood of Bolivar Heights, easy access to major routes. Sitting on a large 7929 square foot lot. The main floor offers 3 bedrooms with 2 baths, double garage and two basement (1+1) suites with separate entrance. Must come and see this property! Open House September 12th & 13th 2:00 PM to 4:00 PM."
